,item_id,sentiment_analisy,year
421,259530,1,2013
422,259530,2,2013
423,269210,1,2014
424,269210,2,2014
425,269210,0,2014
426,317470,0,2014
427,317470,1,2014
428,317470,2,2014
429,47410,2,2012
430,47410,1,2012
431,47410,0,2012
432,365450,1,2015
433,365450,2,2015
434,365450,0,2015
435,245620,2,2014
436,245620,0,2014
437,70,0,1998
438,70,2,1998
439,70,1,1998
440,359550,1,2015
441,359550,0,2015
442,359550,2,2015
443,274980,2,2014
444,10180,1,2009
445,10180,2,2009
446,10180,0,2009
447,437701,1,2016
448,400,2,2007
449,400,0,2007
450,400,1,2007
451,6060,2,2005
452,6060,0,2005
453,6060,1,2005
454,31280,2,2010
455,31280,0,2010
456,31280,1,2010
457,8930,2,2010
458,8930,1,2010
459,8930,0,2010
460,237310,0,2014
461,237310,2,2014
462,237310,1,2014
463,230410,2,2013
464,230410,0,2013
465,230410,1,2013
466,231430,1,2013
467,231430,2,2013
468,231430,0,2013
469,225540,2,2015
470,225540,0,2015
471,225540,1,2015
472,7940,2,2007
473,7940,1,2007
474,7940,0,2007
475,234190,0,2013
476,234190,2,2013
477,234190,1,2013
478,33900,2,2009
479,33900,1,2009
480,261030,2,2013
481,261030,0,2013
482,261030,1,2013
483,243470,0,2014
484,243470,2,2014
485,243470,1,2014
486,302830,0,2014
487,302830,1,2014
488,302830,2,2014
489,4700,1,2006
490,4700,2,2006
491,4700,0,2006
492,203750,0,2012
493,203750,2,2012
494,355180,2,2017
495,355180,1,2017
496,355180,0,2017
497,275850,0,2016
498,275850,2,2016
499,275850,1,2016
500,400800,0,2016
501,400800,2,2016
502,433340,2,2017
503,433340,0,2017
504,433340,1,2017
505,242760,2,2014
506,242760,1,2014
507,242760,0,2014
508,352460,2,2015
509,352460,1,2015
510,352460,0,2015
511,322920,2,2015
512,322920,0,2015
513,322920,1,2015
514,234792,1,2013
515,297130,0,2015
516,297130,2,2015
517,397570,2,2015
518,278360,0,2014
519,278360,2,2014
520,278360,1,2014
521,441790,2,2017
522,265750,0,2015
523,265750,2,2015
524,265750,1,2015
525,233110,0,2013
526,322910,2,2015
527,276340,2,2014
528,448530,2,2016
529,304410,2,2014
530,304410,1,2014
531,304410,0,2014
532,274920,2,2015
533,274920,0,2015
534,274920,1,2015
535,219890,2,2013
536,219890,0,2013
537,219890,1,2013
538,223510,0,2012
539,268750,2,2014
540,268750,1,2014
541,268750,0,2014
542,360870,0,2015
543,360870,2,2015
544,360870,1,2015
545,12900,2,2008
546,12900,1,2008
547,12900,0,2008
548,335670,0,2014
549,335670,2,2014
550,215080,2,2014
551,215080,1,2014
552,215080,0,2014
553,244160,2,2015
554,244160,0,2015
555,244160,1,2015
556,270880,2,2016
557,270880,0,2016
558,270880,1,2016
559,8190,2,2010
560,8190,0,2010
561,8190,1,2010
562,247730,0,2014
563,247730,2,2014
564,247730,1,2014
565,303390,1,2014
566,303390,0,2014
567,303390,2,2014
568,208812,0,2013
569,243120,2,2014
570,234140,2,2015
571,234140,0,2015
572,234140,1,2015
573,204450,2,2013
574,204450,1,2013
575,204450,0,2013
576,225260,2,2013
577,225260,0,2013
578,225260,1,2013
579,50300,2,2012
580,50300,0,2012
581,50300,1,2012
582,201810,2,2014
583,201810,0,2014
584,201810,1,2014
585,212630,0,2012
586,212630,1,2012
587,212630,2,2012
588,427820,2,2016
589,500,2,2008
590,500,1,2008
591,500,0,2008
592,231040,2,2013
593,231040,0,2013
594,376300,2,2015
595,376300,0,2015
596,250600,1,2013
597,250600,0,2013
598,250600,2,2013
599,47790,2,2010
600,47790,0,2010
601,47790,1,2010
602,236110,0,2017
603,236110,2,2017
604,236110,1,2017
605,232790,1,2014
606,232790,2,2014
607,232790,0,2014
608,420,2,2007
609,420,0,2007
610,420,1,2007
611,380,2,2006
612,380,1,2006
613,380,0,2006
614,339230,2,2015
615,339230,1,2015
616,339230,0,2015
617,349700,2,2015
618,349700,1,2015
619,349700,0,2015
620,209160,2,2014
621,209160,0,2014
622,209160,1,2014
623,219990,0,2016
624,219990,2,2016
625,219990,1,2016
626,21100,0,2011
627,21100,2,2011
628,215470,0,2012
629,215470,2,2012
630,215470,1,2012
631,401650,2,2015
632,401650,0,2015
633,290020,0,2017
634,248860,2,2014
635,248860,1,2014
636,248860,0,2014
637,298260,0,2014
638,298260,1,2014
639,298260,2,2014
640,370240,0,2015
641,370240,2,2015
642,233450,2,2015
643,233450,0,2015
644,233450,1,2015
645,214420,2,2015
646,214420,0,2015
647,214420,1,2015
648,365670,1,2015
649,365670,0,2015
650,365670,2,2015
651,221260,0,2012
652,221260,2,2012
653,221260,1,2012
654,369070,2,2016
655,419070,1,2015
656,419070,2,2015
657,24240,2,2011
658,24240,0,2011
659,24240,1,2011
660,39800,1,2010
661,39800,2,2010
662,39800,0,2010
663,113020,2,2013
664,113020,1,2013
665,113020,0,2013
666,310370,2,2016
667,310370,0,2016
668,310370,1,2016
669,260410,1,2014
670,260410,0,2014
671,383870,2,2016
672,383870,0,2016
673,383870,1,2016
674,204030,2,2011
675,204030,0,2011
676,204030,1,2011
677,207230,2,2014
678,207230,1,2014
679,207230,0,2014
680,9180,0,1990
681,9180,2,1990
682,10150,1,2009
683,10150,2,2009
684,214950,0,2013
685,214950,2,2013
686,214950,1,2013
687,261640,2,2014
688,261640,0,2014
689,261640,1,2014
690,259080,2,2013
691,259080,1,2013
692,259080,0,2013
693,337320,1,2015
694,337320,2,2015
695,337320,0,2015
696,265930,1,2014
697,265930,2,2014
698,265930,0,2014
699,10090,2,2008
700,10090,0,2008
701,10090,1,2008
702,218680,0,2012
703,218680,1,2012
704,218680,2,2012
705,251060,1,2014
706,251060,2,2014
707,251060,0,2014
708,22370,2,2009
709,22370,1,2009
710,22370,0,2009
711,307690,2,2014
712,307690,0,2014
713,307690,1,2014
714,248610,0,2014
715,248610,1,2014
716,248610,2,2014
717,250340,2,2007
718,250340,0,2007
719,250340,1,2007
720,221640,2,2012
721,221640,0,2012
722,221640,1,2012
723,104900,2,2013
724,104900,1,2013
725,104900,0,2013
726,9450,2,2008
727,9450,0,2008
728,9450,1,2008
729,262410,2,2014
730,262410,1,2014
731,262410,0,2014
732,222940,2,2013
733,222940,0,2013
734,222940,1,2013
735,221040,1,2013
736,221040,2,2013
737,221040,0,2013
738,286570,0,2015
739,286570,2,2015
740,108600,0,2013
741,108600,2,2013
742,108600,1,2013
743,208520,2,2013
744,239660,2,2013
745,239660,0,2013
746,239660,1,2013
747,495890,1,2016
748,495890,0,2016
749,472680,2,2016
750,283920,2,1992
751,294650,2,1993
752,432020,0,2016
753,432020,1,2016
754,432020,2,2016
755,12120,2,2005
756,12120,1,2005
757,12120,0,2005
758,241930,1,2014
759,241930,2,2014
760,241930,0,2014
761,428690,2,2016
762,428690,0,2016
763,227860,0,2017
764,227860,2,2017
765,228280,2,2013
766,228280,0,2013
767,228280,1,2013
768,240760,2,2014
769,240760,0,2014
770,250900,2,2014
771,250900,1,2014
772,250900,0,2014
773,9900,2,2010
774,9900,0,2010
775,9900,1,2010
776,236370,0,2013
777,236370,2,2013
778,236370,1,2013
779,205100,2,2012
780,205100,0,2012
781,205100,1,2012
782,346010,2,2015
783,346010,1,2015
784,346010,0,2015
785,239250,0,2014
786,239250,1,2014
787,239250,2,2014
788,313120,2,2015
789,313120,1,2015
790,313120,0,2015
791,17300,2,2007
792,17300,0,2007
793,206440,2,2011
794,206440,0,2011
795,206440,1,2011
796,209100,0,2012
797,209100,2,2012
798,209000,2,2013
799,209000,0,2013
800,209000,1,2013
801,218060,2,2013
802,218060,1,2013
803,218060,0,2013
804,224540,0,2012
805,224540,1,2012
806,224540,2,2012
807,242860,0,2015
808,242860,1,2015
809,242860,2,2015
810,9480,2,2009
811,9480,1,2009
812,9480,0,2009
813,359870,2,2016
814,359870,1,2016
815,22230,0,2011
816,22230,1,2011
817,22230,2,2011
818,203770,2,2012
819,203770,0,2012
820,203770,1,2012
821,200260,1,2012
822,200260,0,2012
823,200260,2,2012
824,19900,2,2008
825,19900,1,2008
826,241540,1,2013
827,241540,0,2013
828,241540,2,2013
829,17390,2,2008
830,17390,0,2008
831,17390,1,2008
832,274310,1,2014
833,274310,2,2014
834,274310,0,2014
835,344770,2,2015
836,22380,2,2010
837,22380,1,2010
838,22380,0,2010
839,245490,2,2014
840,245490,0,2014
841,319510,2,2014
842,319510,0,2014
843,319510,1,2014
844,20,1,1999
845,20,0,1999
846,20,2,1999
847,209080,0,2012
848,209080,2,2012
849,209080,1,2012
850,223470,1,2003
851,223470,2,2003
852,223470,0,2003
853,269250,2,2014
854,269250,1,2014
855,212500,1,2012
856,212500,0,2012
857,212500,2,2012
858,12160,2,2003
859,293260,2,2015
860,293260,1,2015
861,293260,0,2015
862,218130,2,2013
863,218130,1,2013
864,218130,0,2013
865,270210,2,2016
866,270210,0,2016
867,386070,1,2015
868,386070,2,2015
869,386070,0,2015
870,330830,2,2014
871,330830,1,2014
872,330830,0,2014
873,8980,0,2009
874,8980,2,2009
875,8980,1,2009
876,43000,2,2010
877,18700,0,2009
878,18700,1,2009
879,98800,2,2011
880,98800,0,2011
881,107100,2,2011
882,107100,1,2011
883,107100,0,2011
884,630,2,2010
885,630,0,2010
886,630,1,2010
887,57300,2,2010
888,57300,0,2010
889,57300,1,2010
890,226620,1,2013
891,226620,2,2013
892,265630,1,2014
893,265630,2,2014
894,265630,0,2014
895,401920,2,2015
896,401920,0,2015
897,401920,1,2015
898,33230,2,2010
899,33230,0,2010
900,33230,1,2010
901,239200,0,2013
902,239200,1,2013
903,239200,2,2013
904,346900,0,2015
905,346900,2,2015
906,346900,1,2015
907,363970,2,2015
908,363970,1,2015
909,363970,0,2015
910,65790,2,2011
911,65790,0,2011
912,65790,1,2011
913,8500,0,2003
914,8500,2,2003
915,8500,1,2003
916,99900,2,2011
917,99900,0,2011
918,99900,1,2011
919,380600,2,2015
920,380600,1,2015
921,2450,1,2010
922,2450,0,2010
923,2450,2,2010
924,47780,2,2011
925,47780,0,2011
926,47780,1,2011
927,230190,0,2015
928,230190,2,2015
929,435881,2,2016
930,435881,1,2016
931,391270,2,2014
932,391270,1,2014
933,246420,2,2014
934,246420,0,2014
935,246420,1,2014
936,289130,2,2014
937,289130,1,2014
938,289130,0,2014
939,249050,2,2014
940,249050,1,2014
941,249050,0,2014
942,418340,2,2016
943,418340,0,2016
944,418340,1,2016
945,263020,0,2014
946,263020,2,2014
947,263020,1,2014
948,96100,0,2016
949,96100,1,2016
950,96100,2,2016
951,80,1,2004
952,80,0,2004
953,80,2,2004
954,257850,0,2016
955,257850,1,2016
956,257850,2,2016
957,239140,2,2015
958,239140,0,2015
959,239140,1,2015
960,322500,2,2016
961,322500,0,2016
962,322500,1,2016
963,385770,2,2015
964,385770,0,2015
965,385770,1,2015
966,252630,2,2013
967,252630,1,2013
968,212200,2,2012
969,212200,0,2012
970,387860,0,2015
971,387860,2,2015
972,387860,1,2015
973,387990,1,2016
974,387990,0,2016
975,387990,2,2016
976,203160,2,2013
977,203160,1,2013
978,203160,0,2013
979,213850,1,2013
980,213850,2,2013
981,213850,0,2013
982,369580,2,2015
983,369580,1,2015
984,369580,0,2015
985,282440,1,2010
986,282440,2,2010
987,282440,0,2010
988,8400,1,2007
989,8400,2,2007
990,225640,0,2012
991,421770,0,2015
992,236690,2,2015
993,236690,1,2015
994,17100,0,2008
995,65980,0,2014
996,65980,1,2014
997,65980,2,2014
998,400250,2,2015
999,400250,0,2015
1000,296240,2,2012
1001,320,1,2004
1002,320,0,2004
1003,320,2,2004
1004,202970,2,2012
1005,202970,0,2012
1006,202970,1,2012
1007,270370,0,2014
1008,270370,2,2014
1009,270370,1,2014
1010,268650,1,2014
1011,268650,2,2014
1012,268650,0,2014
1013,215530,1,2013
1014,215530,2,2013
1015,379720,2,2016
1016,379720,1,2016
1017,379720,0,2016
1018,226860,0,2015
1019,226860,2,2015
1020,259700,2,2013
1021,259700,1,2013
1022,259700,0,2013
1023,310380,2,2016
1024,310380,1,2016
1025,310380,0,2016
1026,233270,2,2013
1027,233270,0,2013
1028,233270,1,2013
1029,383980,0,2017
1030,383980,2,2017
1031,383980,1,2017
1032,391460,0,2015
1033,391460,2,2015
1034,391460,1,2015
1035,393010,2,2015
1036,393010,0,2015
1037,205890,2,2016
1038,434260,2,2016
1039,434260,1,2016
1040,10500,2,2009
1041,10500,0,2009
1042,10500,1,2009
1043,239160,0,2014
1044,239160,1,2014
1045,239160,2,2014
1046,290300,0,2015
1047,290300,1,2015
1048,290300,2,2015
1049,346560,2,2015
1050,328220,2,2015
1051,328220,0,2015
1052,39120,2,2013
1053,39120,1,2013
1054,39120,0,2013
1055,239070,0,2013
1056,239070,2,2013
1057,239070,1,2013
1058,265770,0,2014
1059,265770,1,2014
1060,10,0,2000
1061,10,1,2000
1062,10,2,2000
1063,263280,2,2014
1064,263280,0,2014
1065,263280,1,2014
1066,386360,1,2015
1067,386360,0,2015
1068,386360,2,2015
1069,255710,0,2015
1070,255710,2,2015
1071,255710,1,2015
1072,364360,2,2016
1073,364360,0,2016
1074,364360,1,2016
1075,288470,1,2014
1076,288470,2,2014
1077,288470,0,2014
1078,282140,0,2015
1079,282140,1,2015
1080,282140,2,2015
1081,10680,0,2010
1082,10680,2,2010
1083,10680,1,2010
1084,238320,0,2013
1085,238320,2,2013
1086,238320,1,2013
1087,300570,2,2015
1088,300570,1,2015
1089,201420,2,2013
1090,238260,2,2013
1091,238260,1,2013
1092,238430,0,2013
1093,238430,2,2013
1094,238430,1,2013
1095,290080,1,2015
1096,290080,2,2015
1097,290080,0,2015
1098,374320,2,2016
1099,374320,0,2016
1100,374320,1,2016
1101,318420,2,2015
1102,339610,0,2015
1103,339610,1,2015
1104,339610,2,2015
1105,293780,2,2017
1106,293780,0,2017
1107,20530,2,2001
1108,20530,1,2001
1109,20530,0,2001
1110,39150,2,2013
1111,39150,1,2013
1112,13210,2,2007
1113,13210,1,2007
1114,22120,2,2009
1115,22120,0,2009
1116,449710,2,2016
1117,319740,2,2015
1118,244050,0,2013
1119,244050,2,2013
1120,242720,2,2014
1121,242720,1,2014
1122,242720,0,2014
1123,251630,2,2014
1124,251630,1,2014
1125,251630,0,2014
1126,335300,0,2015
1127,335300,2,2015
1128,335300,1,2015
1129,55140,2,2010
1130,55140,0,2010
1131,318430,2,2014
1132,318430,0,2014
1133,318430,1,2014
1134,323470,1,2015
1135,323470,2,2015
1136,323470,0,2015
1137,334230,0,2014
1138,334230,2,2014
1139,334230,1,2014
1140,474750,2,2016
1141,45730,1,2010
1142,99400,0,2011
1143,213650,2,2012
1144,213650,0,2012
1145,213650,1,2012
1146,429720,2,2016
1147,429720,1,2016
1148,340050,0,2015
1149,261880,2,2014
1150,230840,0,2014
1151,230840,1,2014
1152,263760,2,2014
1153,263760,0,2014
1154,263760,1,2014
1155,233190,2,2013
1156,220780,2,2012
1157,220780,0,2012
1158,220780,1,2012
1159,237740,2,2013
1160,237740,0,2013
1161,237740,1,2013
1162,6830,2,2002
1163,4560,2,2006
1164,4560,1,2006
1165,4560,0,2006
1166,17700,2,2007
1167,17700,0,2007
1168,17700,1,2007
1169,25890,0,2009
1170,25890,1,2009
1171,25890,2,2009
1172,22100,2,2008
1173,41300,2,2009
1174,41300,0,2009
1175,224760,2,2013
1176,224760,0,2013
1177,224760,1,2013
1178,291480,2,2014
1179,291480,0,2014
1180,291480,1,2014
1181,4920,2,2012
1182,4920,1,2012
1183,4920,0,2012
1184,311690,0,2016
1185,311690,1,2016
1186,311690,2,2016
1187,246620,1,2016
1188,246620,2,2016
1189,246620,0,2016
1190,393420,0,2015
1191,393420,2,2015
1192,393420,1,2015
1193,461560,2,2016
1194,368360,0,2015
1195,368360,2,2015
1196,237870,2,2016
1197,237870,1,2016
1198,72200,2,2011
1199,72200,1,2011
1200,305620,0,2017
1201,305620,2,2017
1202,305620,1,2017
1203,250420,0,2015
1204,250420,2,2015
1205,250420,1,2015
1206,2700,2,2006
1207,2700,0,2006
1208,2700,1,2006
1209,94400,2,2014
1210,94400,0,2014
1211,94400,1,2014
1212,238010,2,2013
1213,238010,1,2013
1214,238010,0,2013
1215,374301,1,2015
1216,374301,2,2015
1217,366660,1,2015
1218,366660,0,2015
1219,366660,2,2015
1220,207140,2,2016
1221,207140,1,2016
1222,207140,0,2016
1223,353560,1,2015
1224,353560,2,2015
1225,353560,0,2015
1226,405170,1,2015
1227,405170,2,2015
1228,302590,2,2016
1229,242880,2,2013
1230,242880,1,2013
1231,242880,0,2013
1232,394230,2,2016
1233,394230,0,2016
1234,394230,1,2016
1235,49600,2,2010
1236,49600,1,2010
1237,49600,0,2010
1238,408740,0,2016
1239,413150,0,2016
1240,413150,2,2016
1241,413150,1,2016
1242,109600,2,2013
1243,109600,1,2013
1244,109600,0,2013
1245,303210,1,2015
1246,303210,2,2015
1247,303210,0,2015
1248,330840,1,2014
1249,330840,2,2014
1250,330840,0,2014
1251,19000,1,2008
1252,242050,2,2013
1253,242050,1,2013
1254,242050,0,2013
1255,323500,1,2014
1256,323500,2,2014
1257,323500,0,2014
1258,267750,2,2015
1259,259720,2,2009
1260,293920,2,2011
1261,248310,2,2014
1262,248310,1,2014
1263,248310,0,2014
1264,433950,2,2016
1265,433950,1,2016
1266,348960,2,2015
1267,435870,2,2016
1268,435870,1,2016
1269,435870,0,2016
1270,287920,2,2015
1271,287920,0,2015
1272,384490,2,2016
1273,384490,0,2016
1274,70000,0,2011
1275,70000,2,2011
1276,70000,1,2011
1277,244410,1,2014
1278,394360,0,2016
1279,394360,1,2016
1280,394360,2,2016
1281,17480,2,2008
1282,17480,1,2008
1283,17480,0,2008
1284,105450,2,2009
1285,105450,1,2009
1286,105450,0,2009
1287,239350,2,2013
1288,239350,0,2013
1289,239350,1,2013
1290,263500,2,2014
1291,263500,0,2014
1292,263500,1,2014
1293,20500,2,2009
1294,20500,0,2009
1295,20500,1,2009
1296,249650,2,2014
1297,249650,0,2014
1298,221180,2,2014
1299,40800,2,2010
1300,40800,1,2010
1301,40800,0,2010
1302,389570,2,2015
1303,389570,0,2015
1304,389570,1,2015
1305,285900,2,2017
1306,285900,0,2017
1307,285900,1,2017
1308,206190,2,2013
1309,206190,1,2013
1310,206190,0,2013
1311,239720,0,2013
1312,376560,2,2015
1313,42960,0,2010
1314,42960,2,2010
1315,42960,1,2010
1316,236090,2,2013
1317,236090,1,2013
1318,236090,0,2013
1319,17080,2,2012
1320,17080,1,2012
1321,17080,0,2012
1322,6860,2,2006
1323,6860,1,2006
1324,6860,0,2006
1325,431240,1,2016
1326,431240,2,2016
1327,431240,0,2016
1328,397340,0,2015
1329,397340,2,2015
1330,397340,1,2015
1331,329650,1,1998
1332,412830,2,2016
1333,312280,2,2015
1334,312280,0,2015
1335,312280,1,2015
1336,311210,2,2015
1337,311210,0,2015
1338,311210,1,2015
1339,273110,2,2014
1340,273110,0,2014
1341,273110,1,2014
1342,354140,2,2015
1343,354140,0,2015
1344,354140,1,2015
1345,34830,0,2010
1346,34830,1,2010
1347,34830,2,2010
1348,203140,0,2012
1349,203140,1,2012
1350,203140,2,2012
1351,41700,2,2010
1352,41700,1,2010
1353,325610,2,2015
1354,325610,1,2015
1355,385730,2,2016
1356,385730,1,2016
1357,385730,0,2016
1358,301640,2,2015
1359,301640,1,2015
1360,301640,0,2015
1361,244450,0,2014
1362,244450,1,2014
1363,244450,2,2014
1364,50130,2,2011
