,id,app_name,genres
64,373240,Black Sails - The Ghost Ship,['Adventure']
65,450090,Fantasy Grounds - Top-Down Tokens - Darkwoulfe's Token Pack Vol 2,"['Indie', 'RPG', 'Strategy']"
66,744930,Dungeon of the Endless™ - Digital Artbook,"['Adventure', 'Indie', 'RPG', 'Strategy']"
67,438420,Zenith,"['Adventure', 'Indie', 'RPG']"
68,498680,In The Shadow Of The Truth,"['Adventure', 'Indie']"
69,648690,Interstellar Rift - Original Sound Track,"['Action', 'Indie', 'Simulation']"
70,371620,SBX: Invasion,"['Action', 'Indie', 'Strategy']"
71,258415,Rocksmith® 2014 – Oasis - “Champagne Supernova”,"['Casual', 'Simulation']"
72,279070,9th Dawn II,"['Action', 'Adventure', 'Indie', 'RPG']"
73,526570,Doorways: Prelude - Artbook,"['Action', 'Adventure', 'Indie']"
74,73183,Cities in Motion: Metro Stations,['Simulation']
75,572020,Darwin's Demons,"['Action', 'Casual', 'Indie', 'Simulation']"
76,273070,The Last Federation,"['Indie', 'Simulation', 'Strategy']"
77,363940,Solar Shifter EX,"['Action', 'Indie']"
78,551240,Fantasy Grounds - Slipstream Setting (Savage Worlds),"['Indie', 'RPG', 'Strategy']"
79,427190,DEAD RISING®,"['Action', 'Adventure']"
80,584141,Hearts of Iron IV: Sabaton Soundtrack Vol. 2,"['Simulation', 'Strategy']"
81,471590,CyberLink ActionDirector 2,"['Utilities', 'Video Production']"
82,342855,Rocksmith® 2014 – Gene Vincent and His Blue Caps - “Be-Bop-A-Lula”,"['Casual', 'Simulation']"
83,626560,Fate/EXTELLA - Stay night Model (Nameless),['Action']
84,420950,Time Tenshi,"['Adventure', 'Indie', 'Simulation']"
85,319013,Hyperdimension Neptunia Re;Birth1 Fairy Fencer F Collaboration / フェアリーフェンサーｆコラボレーションパック / 妖精劍士F協作包,"['RPG', 'Strategy']"
86,34500,Light of Altair,"['Indie', 'Simulation', 'Strategy']"
87,526002,Guardians of Ember - Demigod DLC,"['Action', 'Massively Multiplayer', 'RPG']"
88,460780,Avadon 3: The Warborn,"['Adventure', 'Indie', 'RPG', 'Strategy']"
89,380720,Spandex Force: Champion Rising Demo,"['Casual', 'Free to Play', 'Indie', 'RPG']"
90,296010,NeonXSZ,"['Action', 'Indie', 'RPG']"
91,36000,Foreign Legion: Buckets of Blood,"['Action', 'Indie']"
92,425060,Fantasy Grounds - Baldur's Gate II Portrait Pack,"['Indie', 'RPG', 'Strategy']"
93,333200,Movie Studio Boss: The Sequel Demo,"['Casual', 'Indie', 'Simulation']"
94,494580,STANDBY,"['Action', 'Adventure', 'Indie', 'Racing']"
95,210066,Street Fighter X Tekken: Xiaoyu (Swap Costume),['Action']
96,764550,City Builder,['Casual']
97,582574,X-Plane 11 - Global Scenery: North America,['Simulation']
98,686800,Tales of Escape - Illusion (Desktop),"['Adventure', 'Casual', 'Indie']"
99,301600,Blade Symphony Original Soundtrack,"['Action', 'Indie']"
100,462084,RPG Maker VX Ace - Futuristic Characters Pack,"['Design &amp; Illustration', 'Web Publishing']"
101,318412,Middle-earth: Shadow of Mordor - Skull Crushers Warband,"['Action', 'Adventure']"
102,731390,Trove - Gourdzilla Pack,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Massively Multiplayer', 'RPG']"
103,65720,Arma 2: Private Military Company,"['Action', 'Simulation', 'Strategy']"
104,545110,Driver Booster 4 for Steam,['Utilities']
105,687160,White Day - Horror Costume - Ji-Min Yoo,"['Action', 'Adventure', 'Indie']"
106,400500,MadOut Ice Storm,"['Action', 'Indie', 'Racing', 'Simulation']"
107,675930,Queen of Seas - Wallpapers,"['Casual', 'Indie']"
108,63900,Fantasy Wars,['Strategy']
109,358320,Realms of Chaos,"['Action', 'Adventure']"
110,258353,Rocksmith® 2014 – Iron Maiden Song Pack,"['Casual', 'Simulation']"
111,323490,Oblivious Garden ~Carmina Burana,"['Adventure', 'Casual', 'Indie']"
112,682950,Divine Ascent - Map pack,"['Casual', 'Indie', 'Strategy']"
113,371470,Office and apartment buildings US style,['Simulation']
114,734510,Worshippers,"['RPG', 'Strategy', 'Early Access']"
115,459120,Train Valley - Germany,"['Casual', 'Indie', 'Simulation', 'Strategy']"
116,433840,Trulon: The Shadow Engine,"['Indie', 'RPG', 'Strategy']"
117,401850,"Just Cause™ 3 DLC: Air, Land & Sea Expansion Pass","['Action', 'Adventure']"
118,553820,DeathMetal,"['Action', 'Casual', 'Indie']"
119,622210,Fantasy Grounds - Ddraig Goch's Tyranny 4 (Token Pack),"['Indie', 'RPG', 'Strategy']"
120,292880,Robin's Quest,['Adventure']
121,380920,Boss 101,"['Action', 'Adventure', 'Indie']"
122,354650,MISSING: An Interactive Thriller - Episode One,"['Adventure', 'Indie']"
123,15950,Reaxxion,['Casual']
124,448630,Rabiez: Epidemic,"['Indie', 'Strategy']"
125,342823,Rocksmith® 2014 – Dethklok - “Awaken”,"['Casual', 'Simulation']"
126,215860,"Magic 2014 ""Sword of the Samurai"" Foil Conversion",['Strategy']
127,625580,The Cleansing - Versus,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
128,658290,WARRIORS ALL-STARS: Laegrinna-themed costume for Ayane,['Action']
129,682460,Galactic Junk League - Cyber Launch Pack,"['Action', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer']"
130,576110,Where is my Brain!?,"['Action', 'Casual', 'Indie']"
131,594820,An Oath to the Stars,"['Action', 'Indie']"
132,353260,Snails,"['Action', 'Strategy']"
133,259450,Drifter,"['Action', 'Indie', 'Simulation', 'Early Access']"
134,293340,The Good Life,"['Casual', 'Indie', 'Simulation']"
135,762770,Redout - Back to Earth Pack,['Racing']
136,555040,Fan Fun,"['Casual', 'Indie']"
137,536320,The Space Garden,"['Casual', 'Indie']"
138,210075,Street Fighter X Tekken: Street Fighter Boost Gem Pack 2,['Action']
139,449250,A Little Lily Princess,"['Indie', 'Simulation']"
140,305760,Redirection,"['Casual', 'Indie']"
141,525010,Watch_Dogs® 2 - Ultra Texture Pack,"['Action', 'Adventure']"
142,24678,Trainz Simulator DLC: BR Class 14,['Simulation']
143,208356,Train Simulator: BNSF Dash 9 Loco Add-On,['Simulation']
144,564810,Ticket,"['Action', 'Adventure', 'Indie']"
145,432720,Welkin Road,"['Action', 'Adventure', 'Indie', 'Early Access']"
146,760200,Kingdom: New Lands - Skull Island,"['Indie', 'Simulation', 'Strategy']"
147,614340,Fantasy Grounds - Mini-Dungeon #025: The Phase Spider Lair (5E),"['Indie', 'RPG', 'Strategy']"
148,508820,Won't You Be My Laser?,"['Casual', 'Indie']"
149,639310,Shantae: Pirate Queen's Quest,"['Action', 'Adventure', 'Indie']"
150,558440,The Night Christmas Ended,"['Action', 'Casual', 'Indie']"
151,265350,Super Spatters Demo,"['Action', 'Casual', 'Indie']"
152,33372,Tom Clancy's Splinter Cell Conviction Insurgency Pack,['Action']
153,360960,POSTAL 2: Paradise Lost,"['Action', 'Adventure', 'Indie']"
154,373380,Content Pack - Europa Universalis IV: The Cossacks,"['Simulation', 'Strategy']"
155,426210,Tyran,"['Action', 'Indie', 'RPG', 'Strategy', 'Early Access']"
156,15930,Luxor 3,['Casual']
157,345630,The Eden of Grisaia,"['Action', 'Adventure', 'Casual']"
158,569715,BERSERK - Schierke Costume: Golem,['Action']
159,396920,Coin Crypt: Sea and Sky Expansion,"['Indie', 'RPG']"
160,407821,Pool Nation FX - Unlock Balls,"['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports', 'Strategy']"
161,577730,Idle Evolution,"['Casual', 'Indie', 'Simulation', 'Strategy']"
162,253290,FOTONICA,"['Action', 'Indie']"
163,602816,FSX Steam Edition: Night Environment: Dubai Add-On,['Simulation']
164,744740,"Little Busters! - Theme Song Single ""Little Busters!""","['Adventure', 'Casual', 'Simulation']"
165,745890,This Is Not A Jumping Game,"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']"
166,8690,STCC - The Game 1 - Expansion Pack for RACE 07,['Racing']
167,653890,RPG Maker VX Ace - The Music Box: Japanese Horror,"['Design &amp; Illustration', 'Web Publishing']"
168,456800,Survarium - Steam Starter Pack,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
169,313160,Farming Simulator 15,['Simulation']
170,611960,Pilam Sky,"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']"
171,396910,ESCHATOS Original Soundtrack (Steam Edition),['Action']
172,754650,Galactic Lords OST,"['Action', 'Casual', 'Indie', 'Strategy']"
173,445040,Sorcery! Part 3,"['Adventure', 'Indie', 'RPG']"
174,691240,Going Nowhere: The Dream,"['Adventure', 'Indie']"
175,263640,CDF Ghostship,"['Action', 'Adventure', 'Indie']"
176,301680,Psichodelya,"['Action', 'Indie']"
177,588420,Uncompromising Trash,"['Action', 'Casual', 'Indie']"
178,509980,BIGFOOT,"['Adventure', 'Indie', 'Early Access']"
179,266130,Breach & Clear,"['Action', 'RPG', 'Simulation', 'Strategy']"
180,385810,Retaliation: Enemy Mine,['Strategy']
181,492330,Captain Content Pack,"['Casual', 'Free to Play', 'Massively Multiplayer', 'Strategy']"
182,446310,Sabres of Infinity,"['Adventure', 'Indie', 'RPG']"
183,222545,Train Simulator: DB ICE 2 EMU Add-On,['Simulation']
184,567020,TILE,"['Casual', 'Indie']"
185,489110,Putty Pals,"['Action', 'Adventure', 'Indie']"
186,283600,World of Subways 2 – Berlin Line 7,['Simulation']
187,373340,Pillars of Eternity - The White March Part I,['RPG']
188,488970,Fantasy Grounds - Deadlands: South 'o The Border Trail Guide,"['Indie', 'RPG', 'Strategy']"
189,341820,Plush,"['Casual', 'Indie', 'Simulation']"
190,504260,Happy Pong,"['Casual', 'Indie']"
191,296220,Farm Frenzy 4,"['Adventure', 'Casual', 'Strategy']"
192,619801,88 Heroes – RSG Champions,"['Action', 'Indie']"
193,409170,Contract,['Indie']
194,369795,Rocksmith® 2014 – Ritchie Valens - “La Bamba”,"['Casual', 'Simulation']"
195,358110,Lord of the Dark Castle Demo,"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG', 'Strategy']"
196,605930,Elsewhere High: Chapter 2 - A Visual Novel,"['Adventure', 'Free to Play']"
197,370670,The Tale of a Common Man,"['Adventure', 'Casual', 'Indie', 'RPG']"
198,271370,Transport Giant,"['Simulation', 'Strategy']"
199,413490,Rothschild: The Sheep Will Wake,"['Adventure', 'Indie', 'Early Access']"
200,623131,Battlezone - Hi-Viz Skins Pack,['Action']
201,655600,PHAT STACKS 2,"['Casual', 'Indie', 'Strategy']"
202,94590,Puzzle Agent 2,"['Adventure', 'Casual']"
203,574990,Pixel Puzzles Ultimate - Puzzle Pack: Holidays,"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']"
204,681650,Douche Bag,"['Adventure', 'Casual', 'Indie']"
205,588190,Tower!3D Pro,['Simulation']
206,623170,Zombie Solitaire 2 Chapter 2,"['Casual', 'Indie', 'Strategy']"
207,411590,The Rivers of Alice - Extended Version,"['Adventure', 'Indie']"
208,718420,Fantasy Grounds - Mythic Monsters #10: Sea Monsters (PFRPG),"['Indie', 'RPG', 'Strategy']"
209,228300,Remember Me,"['Action', 'Adventure']"
210,610221,Night in the Woods - Soundtrack Vol. II,['Adventure']
211,237050,Sanctum 2: Ruins of Brightholme,"['Action', 'Indie', 'Strategy']"
212,470470,Birdsketball,"['Action', 'Indie', 'Sports']"
213,678290,Ezy,"['Action', 'Adventure', 'Casual', 'Indie']"
214,610070,Rain World OST,"['Action', 'Adventure', 'Indie']"
215,543090,Legends of Callasia: The Stoneborne,['Strategy']
216,673280,GyroSphere Trials,"['Action', 'Indie', 'Racing']"
217,590217,Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Uncle John’s Band”,"['Casual', 'Simulation']"
218,636520,Gevaudan,"['Adventure', 'Indie']"
219,338050,Anoxemia,"['Adventure', 'Casual', 'Indie']"
220,379586,FSX: Steam Edition - Heraklion Airport (LGIR) Add-On,['Simulation']
221,503820,A Detective's Novel,"['Adventure', 'Indie']"
222,226390,SpellForce 2 - Faith in Destiny Scenario 3: The Last Stand,"['RPG', 'Strategy']"
223,482220,Pale Blue Gullwings & Pale Blue Visor,['Action']
224,673570,Squadron: Sky Guardians,"['Action', 'Indie', 'Simulation']"
225,395230,HELLDIVERS™ - Ranger Pack,['Action']
226,570090,articy:draft 3,"['Design &amp; Illustration', 'Education', 'Utilities']"
227,24200,DC Universe™ Online,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']"
228,201230,EverQuest® II Free-To-Play. Your Way.™,"['Free to Play', 'Massively Multiplayer', 'RPG']"
229,436410,Beyond The Destiny,"['Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
230,491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),"['Casual', 'Indie', 'Strategy']"
231,360400,Zombie Quarantine,"['Casual', 'Strategy']"
232,36130,Tradewinds Caravans + Odyssey Pack,['Casual']
233,440912,NOBUNAGA'S AMBITION: Souzou SR - “RTK13” 30 Face CG Set,['Strategy']
234,403640,Dishonored 2,['Action']
235,295088,Rocksmith® 2014 – Linkin Park - “Bleed It Out”,"['Casual', 'Simulation']"
236,215852,"Magic 2014 ""Dodge and Burn"" Foil Conversion",['Strategy']
237,34316,Bio-Hazard Battle™,['Action']
238,369797,Rocksmith® 2014 – 1950s Song Pack,"['Casual', 'Simulation']"
239,345090,Ancient Planet Tower Defense,"['Casual', 'Indie', 'Strategy']"
240,561550,Skree - Awesomenauts Character,"['Action', 'Indie', 'Strategy']"
241,314610,Vincere Totus Astrum,['Strategy']
242,509675,Rocksmith® 2014 Edition - Remastered – The Fall of Troy - “F.C.P.R.E.M.I.X.”,"['Casual', 'Simulation']"
243,760300,Ender Story: Chapter 1,"['Adventure', 'Indie', 'RPG']"
244,385710,INK,"['Action', 'Adventure', 'Indie']"
245,637700,Rocksmith® 2014 Edition – Remastered – Spin Doctors - “Little Miss Can’t Be Wrong”,"['Casual', 'Simulation']"
246,297512,CoH 2 - US Forces Commander: Rifle Company,['Strategy']
247,315070,Blob From Space,"['Casual', 'Indie', 'Early Access']"
248,543790,Mars Industries,"['Casual', 'Indie', 'Simulation', 'Strategy']"
249,571210,OneShot OST,"['Adventure', 'Casual', 'Indie']"
250,385520,NotGTAV: The Kickstarter Avoidance Album,['Casual']
251,10604,Empire: Total War™ - Elite Units of the West,['Strategy']
252,521140,King Machine,['Indie']
253,593050,Dead Rising 4 - Candy Cane Crossbow,['Action']
254,298340,FLASHOUT 2,"['Action', 'Indie', 'Racing', 'Simulation']"
255,390680,Spacejacked,"['Action', 'Indie']"
256,371010,Nomad Fleet,"['Indie', 'Strategy']"
257,344174,USFIV: Femme Fatale Horror Pack,['Action']
258,401400,Synonymy Demo,"['Casual', 'Free to Play', 'Strategy']"
259,560140,Fantasy Grounds -  Mini-Dungeon #001: Buried Council Chambers (PFRPG),"['Indie', 'RPG', 'Strategy']"
260,210931,Killing Floor - Ash Harding Character Pack,['Action']
261,374230,Twin Robots,"['Action', 'Casual', 'Indie']"
262,295209,TS Marketplace: Bulleid Coach Pack 02 Add-On,['Simulation']
263,697570,Fantasy Grounds - Mythic Monsters #4: Mounts (PFRPG),"['Indie', 'RPG', 'Strategy']"
264,478044,Zaccaria Pinball - Space Shuttle Table,"['Casual', 'Free to Play', 'Simulation', 'Sports']"
265,339386,X-Plane 10 AddOn - Carenado - PA46 Malibu Mirage 350P,['Simulation']
266,206092,Rocksmith - Lynyrd Skynyrd - Free Bird,"['Casual', 'Simulation']"
267,542542,Donation - 15,"['Casual', 'Free to Play', 'Indie', 'Simulation']"
268,221162,GRID 2 - GTR Racing Pack,"['Racing', 'Sports']"
269,343560,Bob Was Hungry,['Indie']
270,311920,Fantasy Grounds - PFRPG Compatible Adventure: Cipactli's Maw - One on One Adventure #15,"['Indie', 'RPG']"
271,428940,CONTASION 2,"['Action', 'Indie', 'Massively Multiplayer']"
272,250110,Assault Android Cactus,"['Action', 'Indie']"
273,536850,POLYCRUSHER - Soundtrack,"['Action', 'Indie']"
274,355920,Pixel Puzzles 2: Space,"['Casual', 'Indie', 'Simulation', 'Strategy']"
275,333640,Caves of Qud,"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']"
276,668230,SLI-FI: 2D Planet Platformer,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']"
277,663140,Robby's Adventure,"['Adventure', 'Indie']"
278,277775,Train Simulator: Soldier Summit Route Add-On,['Simulation']
279,297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,"['Adventure', 'Casual', 'Indie']"
280,210933,Killing Floor - Harold Lott Character Pack,['Action']
281,394830,One Upon Light,"['Action', 'Indie']"
282,317320,Nelly Cootalot: The Fowl Fleet,"['Adventure', 'Indie']"
283,325133,X-Plane 10 AddOn - Aerosoft - Airport Weeze,['Simulation']
284,204860,Men of War: Condemned Heroes,"['Action', 'Strategy']"
285,206091,Rocksmith - Radiohead - Bodysnatchers,"['Casual', 'Simulation']"
286,662610,SpaceMerc,"['Action', 'Indie']"
287,699940,MEMETYPER,"['Casual', 'Indie', 'Simulation']"
288,310080,Hatoful Boyfriend,"['Casual', 'Indie', 'Simulation']"
289,444190,Princess Edge - Dragonstone,"['Action', 'Indie']"
290,391432,Toy Soldiers: War Chest - Masters of the Universe™ Pack,"['Action', 'Strategy']"
291,627470,Sandra and Woo in the Cursed Adventure - Game Guide,"['Adventure', 'Indie']"
292,383130,SanctuaryRPG: Black Edition - Piano Collection,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']"
293,385440,Buff Knight Advanced,"['Action', 'Casual', 'Indie', 'RPG']"
294,749510,Hell Survive,"['Action', 'Casual', 'Indie']"
295,285440,Crimzon Clover WORLD IGNITION,"['Action', 'Indie']"
296,337220,Guild Commander,"['Indie', 'Simulation', 'Strategy']"
297,358150,PAYDAY 2: The Butcher's BBQ Pack,"['Action', 'RPG']"
298,444280,Alice's Patchwork,['Casual']
299,409201,ePic Character Generator - Season #1: Dwarf Female,"['Design &amp; Illustration', 'Photo Editing', 'Utilities']"
300,325972,Train Simulator: DR BR 24 Loco Add-On,['Simulation']
301,294904,Rocksmith® 2014 – Alter Bridge Song Pack,"['Casual', 'Simulation']"
302,459330,The Hero Project: Redemption Season - MeChip Warning System,"['Adventure', 'Indie', 'RPG']"
303,479110,Hunter's Legacy,"['Action', 'Adventure', 'Indie']"
304,326370,Giana Sisters: Twisted Dreams - Original Soundtrack,"['Action', 'Indie']"
305,530080,Super Toaster X: Learn Japanese RPG,"['Indie', 'RPG', 'Early Access']"
306,509560,Heroes of Dire,"['Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']"
307,492150,MyWorld - Action RPG Maker,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
308,396010,The Rise of Chubtan,"['Action', 'Indie']"
309,297920,Space Colony: Steam Edition,"['Simulation', 'Strategy']"
310,722220,Escape from here,"['Action', 'Adventure', 'Casual', 'Indie']"
311,650610,Gigantic Starter Pack,"['Action', 'Adventure', 'Free to Play', 'Strategy']"
312,282511,Alien: Isolation - Crew Expendable,['Action']
313,505550,Stream Buddy,"['Utilities', 'Video Production', 'Early Access']"
314,328460,Redline,"['Action', 'Racing']"
315,422980,Super Robot Jump Jump,"['Action', 'Adventure', 'Indie']"
316,684300,BLADENET,"['Action', 'Casual', 'Indie']"
317,373990,Metrico+,"['Adventure', 'Indie']"
318,316660,Toast Time,"['Action', 'Casual', 'Indie', 'Strategy']"
319,227600,Castle of Illusion,"['Adventure', 'Casual']"
320,681340,ARRAYNIUM,['Casual']
321,406140,"Resident Evil 0 ""Shadow of Fear"" Rebecca T-shirt","['Action', 'Adventure']"
322,338810,Demise of Nations,"['Free to Play', 'Indie', 'Strategy']"
323,116120,Lightfish,"['Action', 'Indie']"
324,590224,Rocksmith® 2014 Edition – Remastered – Queen - “I Want It All”,"['Casual', 'Simulation']"
325,284710,Abyss: The Wraiths of Eden,"['Adventure', 'Casual']"
326,324460,Magicmaker Demo,"['Action', 'Adventure', 'Indie', 'RPG']"
327,724570,MAZ!,"['Casual', 'Indie']"
328,619670,Huge Bang Bang,"['Action', 'Indie', 'RPG', 'Early Access']"
329,308300,Wildlife Park 2 - Domestic Animals,"['Casual', 'Indie', 'Simulation', 'Strategy']"
330,408220,RaceRoom - DTM Experience 2015,"['Free to Play', 'Racing', 'Simulation', 'Sports']"
331,39160,Dungeon Siege III,"['Action', 'RPG']"
332,370240,NBA 2K16,['Sports']
333,730920,Super Skelemania,"['Action', 'Indie']"
334,335170,Potatoman Seeks The Troof OST,['Indie']
335,482222,Strawberry Banana Surprise (Y),['Action']
336,500206,FSX Steam Edition: Night Environment: Rhode Island Add-On,['Simulation']
337,216421,Hitman: Absolution: Deus Ex (Adam Jensen) Handgun,['Action']
338,635820,sphereFACE Soundtrack,"['Action', 'Casual', 'Indie']"
339,340670,Corruption Soundtrack,"['RPG', 'Simulation']"
340,541560,Suppressed,"['Adventure', 'Indie', 'RPG', 'Strategy']"
341,524190,Tahira Original Soundtrack,"['Adventure', 'Indie', 'RPG', 'Strategy']"
342,538539,emoj.io - Symbols Pack,"['Action', 'Casual', 'Indie', 'Massively Multiplayer']"
343,403780,Color Symphony 2,"['Action', 'Indie']"
344,396171,HELLDIVERS™ - Pistols Perk Pack,['Action']
345,27810,Gridrunner Revolution,['Indie']
346,323650,BLACKHOLE: Complete Edition Upgrade,"['Action', 'Adventure', 'Indie']"
347,453240,RPG Maker MV - RM2K Hero Character Pack,"['Design &amp; Illustration', 'Web Publishing']"
348,294939,Rocksmith® 2014 – Godsmack Song Pack,"['Casual', 'Simulation']"
349,622070,Fantasy Grounds - Fantasy Bestiary Toolkit (Savage Worlds),"['Indie', 'RPG', 'Strategy']"
350,708850,Reverie,"['Casual', 'Indie']"
351,243441,Soldier Front 2: The Booster Package,"['Action', 'Free to Play']"
352,630911,Flight Sim World: Piper PA-28R Arrow III Add-On,['Simulation']
353,498220,Devilian - Devil Pack,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']"
354,208346,Train Simulator: Class 158 DMU Add-On,['Simulation']
355,334980,Into Blue Valley,"['Adventure', 'Indie']"
356,244950,Where is my Heart?,"['Adventure', 'Casual', 'Indie']"
357,499100,Dark Parables: The Exiled Prince Collector's Edition,"['Adventure', 'Casual']"
358,527020,Wuppo - Original Soundtrack,"['Action', 'Adventure', 'Indie', 'RPG']"
359,677030,Draw Souls,"['Casual', 'Indie', 'Simulation', 'Strategy']"
360,525700,Birthdays the Beginning / バースデイズ・ザ・ビギニング,['Simulation']
361,311840,Wildlife Park,"['Casual', 'Indie', 'Simulation', 'Strategy']"
362,366121,Odallus: Royal Knight Skin,"['Action', 'Indie']"
363,316140,Appointment With FEAR,"['Adventure', 'Indie']"
364,365860,Spaceman Sparkles 2,['Action']
365,376950,Train Simulator: BR Blue Diesel Electric Pack Loco Add-On,['Simulation']
366,418160,Garden Rescue: Christmas Edition,"['Casual', 'Strategy']"
